상가업소번호,키워드,행정동,업종,리뷰,가게명,갯수
MA010120220814191657,점심,성수2가제1동,한식,맛있어요 점심특선으로 어탕국수 짱임다,물레방아민물매운탕,2.0
MA010120220814191657,식감,성수2가제1동,한식,해장으로 조지러간 어탕국수.  전날 과음해서 저는 사이다 먹었지만 같이간 지인은 막걸리 또 마심 약간 맑은 느낌보다는 추어탕이랑 비슷하게 걸쭉한 느낌의 식감이에요!  저는 개인적으로 국수보다 그냥 밥말아먹는게 더 맛있었는데 밥도 조금 같이 주시니 다들 꼭 한번 드셔보세유  해장은 물론이고 추운 겨울날 술이랑 같이먹기에 제격인 메뉴가 아닐까,물레방아민물매운탕,1.0
MA010120220814191657,시장,성수2가제1동,한식,뚝도시장 맛집! 어탕국수집!! 가성비 맛집이면서 직원분들 친절하시고 혼밥하기도 좋습니다. 한번도 안먹어본 사람은 있어도 한번만 드신분은 웂을 듯! 맛있어요!!!,물레방아민물매운탕,1.0
MA010120220812294221,그저 그런,성수2가제1동,한식,그냥저냥,전주집,1.0
MA010120220814191657,맛집,성수2가제1동,한식,뚝도시장 맛집! 어탕국수집!! 가성비 맛집이면서 직원분들 친절하시고 혼밥하기도 좋습니다. 한번도 안먹어본 사람은 있어도 한번만 드신분은 웂을 듯! 맛있어요!!!,물레방아민물매운탕,1.0
MA010120220812294221,저렴한 가격,성수2가제1동,한식,가격이 저렴해요,전주집,1.0
MA010120220814191657,맛있는 밥,성수2가제1동,한식,해장으로 조지러간 어탕국수.  전날 과음해서 저는 사이다 먹었지만 같이간 지인은 막걸리 또 마심 약간 맑은 느낌보다는 추어탕이랑 비슷하게 걸쭉한 느낌의 식감이에요!  저는 개인적으로 국수보다 그냥 밥말아먹는게 더 맛있었는데 밥도 조금 같이 주시니 다들 꼭 한번 드셔보세유  해장은 물론이고 추운 겨울날 술이랑 같이먹기에 제격인 메뉴가 아닐까,물레방아민물매운탕,1.0
MA010120220810497745,와인,성수1가제2동,서양식,와인바인데 와인 사진을 안찍었네  러시안잭 두병 마셨네요. 가격도 좋고 즐겁게 잘 먹었습니다.  자주 놀러갈께요.,문화공간 성수,9.0
MA010120220810497745,분위기,성수1가제2동,서양식,조용하고 노래듣기 좋아요 ! 분위기 미쳤습니다  단체로 오기도 너무 좋을것같아요!!,문화공간 성수,4.0
MA010120220810497745,공연,성수1가제2동,서양식,분위기 너무 좋고 라이브 공연 최고입니다!! 왕추천 또 방문할게요!,문화공간 성수,2.0
MA010120220810497745,다양한,성수1가제2동,서양식,친구들과 애인과 가기 좋은 문화공간 성수! 다음에도 좋은 사람들과 또오고 싶습니다 추천드려요!! 다양한 술이 있어서 골라 먹는 재미도 있습니다,문화공간 성수,2.0
MA010120220810497745,라이브,성수1가제2동,서양식,분위기 너무 좋고 라이브 공연 최고입니다!! 왕추천 또 방문할게요!,문화공간 성수,2.0
MA010120220810497745,모임,성수1가제2동,서양식,"와인 셀렉도 너무 좋고, 가성비도 짱 좋아요. 배달로 회랑 파스타,피자 등 시켰는데, 너무 이쁘게 셋팅도 다 따로 해주시고, 분위기 있는 넓은 공간에 동창모임 너무 즐겁게 했습니다. 본인 먹고 싶은거 시켜도 되고, 편하게 즐길 수 있는 매우 좋은 장소 알게되서 개뿌듯!! 모임 장소로 초강추 합니다. 또 갈께요 ^^",문화공간 성수,2.0
MA010120220810497745,문화,성수1가제2동,서양식,친구들과 애인과 가기 좋은 문화공간 성수! 다음에도 좋은 사람들과 또오고 싶습니다 추천드려요!! 다양한 술이 있어서 골라 먹는 재미도 있습니다,문화공간 성수,2.0
MA010120220810497745,술,성수1가제2동,서양식,"고급스러우면서도 편안한 분위기, 직원분들의 친절과 센스까지! 성수의 매력만점 핫플을 발견했네요. 와인에 어울리는 배달음식도 멋지게 세팅해주시고 와인, 위스키, 맥주 주종도 다양해서 굿입니다 ㅎㅎ  지인들과 즐거운 모임에 전혀 부족함이 없는 곳이었어요! 혼술도 단체모임도 모두 가능할거같아 자주 찾게 될거같아요^^",문화공간 성수,2.0
MA010120220810497745,와인위스키,성수1가제2동,서양식,"고급스러우면서도 편안한 분위기, 직원분들의 친절과 센스까지! 성수의 매력만점 핫플을 발견했네요. 와인에 어울리는 배달음식도 멋지게 세팅해주시고 와인, 위스키, 맥주 주종도 다양해서 굿입니다 ㅎㅎ  지인들과 즐거운 모임에 전혀 부족함이 없는 곳이었어요! 혼술도 단체모임도 모두 가능할거같아 자주 찾게 될거같아요^^",문화공간 성수,2.0
MA010120220810497745,위스키,성수1가제2동,서양식,"고급스러우면서도 편안한 분위기, 직원분들의 친절과 센스까지! 성수의 매력만점 핫플을 발견했네요. 와인에 어울리는 배달음식도 멋지게 세팅해주시고 와인, 위스키, 맥주 주종도 다양해서 굿입니다 ㅎㅎ  지인들과 즐거운 모임에 전혀 부족함이 없는 곳이었어요! 혼술도 단체모임도 모두 가능할거같아 자주 찾게 될거같아요^^",문화공간 성수,2.0
MA010120220804819197,맛있는,성수2가제3동,한식,맛있어요~!,문츠 바베큐,207.0
MA010120220804819197,고기,성수2가제3동,한식,"고기메뉴를 5개정도 시켰는데. 부위별만 다른것같고. 맛은 다 비슷하네요^^ 어른5. 아이2인데. 너무 많이 시켰어요.. 주문할때 넘 많다고 얘기좀 해주시지.,ㅜㅜ",문츠 바베큐,81.0
MA010120220804819197,립,성수2가제3동,한식,가성비 좋고 디올성수 뷰가 멋짐. 직원들은 친절한 분은 친절한데 아닌 분들은 별로 응대하는데 최선을 다하지 않는듯 립메뉴와 같이 나오는 사이드중 시금치는 나이프로 아무리 썰어도 안썰릴 정도로 질겨서 좀 불편. 그러나 전반적으로 립은 괜찮음,문츠 바베큐,38.0
MA010120220804819197,부드러운,성수2가제3동,한식,부드럽고 촉촉해요,문츠 바베큐,37.0
MA010120220804819197,바베큐,성수2가제3동,한식,"특별한 바베큐를 먹고 싶다면 가볼만 하다. 다만 생각보다 비싼 가격에 또 가고싶지는 않다. 빵도 샐러드도 추가요금이 붙는데 쉽게 마음놓고 시켜먹기에는 좀 눈치보이는, MZ세대가 아니라 느끼는 것인지. ㅠㅠ",문츠 바베큐,31.0
MA010120220804819197,예약,성수2가제3동,한식,두번째로 간 맛집 세번째도 갈듯요... 멋있죠.... 예약하고가니 좋으네요 음료수가 3000원은 너무해~~,문츠 바베큐,31.0
MA010120220804819197,비프,성수2가제3동,한식,예약하고 가서 불편없이 자리 안내받고 비프립플래터도 맛볼수있었고 친절히 안내해준덕분에 즐거운 식사할수있었음,문츠 바베큐,30.0
MA010120220804819197,플래터,성수2가제3동,한식,커플이서 돼지플래터 하나 배터지게 먹고 조금 남겼습니다ㅎㅎ 플래터하나에 마카로니면 3명이서 먹을듯요,문츠 바베큐,25.0
MA010120220804819197,버섯,성수2가제3동,한식,버섯 꼭 드셔보세요! 버섯 정말 추천합니다.,문츠 바베큐,22.0
MA010120220804819197,맥주,성수2가제3동,한식,조금 소란스럽게 느껴졌지만 인테리어와 공간 구조상 어쩔수 없는것 같았어요.. 직원들의 상냥한 태도도 좋았고 음식맛도 맥주 맛도 좋았습니다. 와인 콜키지 2만원이 좀 비싼게 느껴지지만 재방문 의사가 있어서 다음번엔 와인 갖고 가야 겠어요~~. 맥주보단 와인 각 입니다^^,문츠 바베큐,22.0
MA010120220803118265,맛있는,성수1가제2동,한식,두번째 방문인데 역시 맛있어요 항정살은 무조건 드세요,문득,53.0
MA010120220803118265,술,성수1가제2동,한식,음식이 깔끔하고 매장이 너무 이뻐요 술 종류가 많은것이 너무 좋습니다.,문득,14.0
MA010120220803118265,안주,성수1가제2동,한식,안주 맛이 너무 좋네요:),문득,11.0
MA010120220803118265,친절한,성수1가제2동,한식,깔끔하면서 음식도 입에 맞아서 재방문 했었던 곳 ㅠㅠ 사장님도 친절하시고 모든게 굿굿굿!! 친구들 데리고 한번씩 더 갈거예요ㅋㅋㅋㅋㅋㅋㅋㅋ,문득,11.0
MA010120220803118265,막걸리,성수1가제2동,한식,김치우동볶음 존맛탱! 본순도가 손막걸리도 핵꿀맛탱! 다음엔 다른 메뉴로 먹으려구요!,문득,8.0
MA010120220803118265,분위기,성수1가제2동,한식,분위기 맛 다 사로잡은 곳……  진짜… 미쵸따…… 왜 안와요 녀러분 빨리 와요..,문득,7.0
MA010120220803118265,파스타,성수1가제2동,한식,어제 방문하고 바로 그 다음날 지인분과 방문햇네요. 정말 맛있어요! 보쌈과 취나물파스타 강추입니다!,문득,5.0
MA010120220803118265,보쌈,성수1가제2동,한식,어제 방문하고 바로 그 다음날 지인분과 방문햇네요. 정말 맛있어요! 보쌈과 취나물파스타 강추입니다!,문득,5.0
MA010120220803118265,깨끗한,성수1가제2동,한식,일단 술집이 안주가 골고루 다맛있고요 인테리어 감각있어서 사진도 이쁘게 잘나오고요 사장님도 친절하시고 깨끗한 오픈주방입니댜 재방문안할수없게만드는 맛집입니댜,문득,5.0
MA010120220803118265,데이트,성수1가제2동,한식,"핫한 동네 속 조용한 골목에 있는 운치 있는 술집! 음식도 너무 특색있으면서 맛있고, 사장님들이 친절하게 음식과 어울리는 술 추천해주시는데 발란스가 너무 좋았습니다! 데이트하거나 친구들이랑 가기 딱 좋아요! 취나물 들기름 파스타는 다들 꼭 드셔보새우,,",문득,4.0
MA010120220806426543,맛있는,성수1가제1동,주점,마라 해물샹궈와 트러플바지락술찜 너무 맛있어요!!!!! 술찜 국물이 진하고 개운해요! 기본으로 수제비 들어있는데 저는 파스타 추가해서 먹었어요! 술찜 드실분 파스타 꼭 드세용,무탈 성수점,26.0
MA010120220806426543,힙한,성수1가제1동,주점,성수동 구길쪽이라 찾기는 조금 어려웠어요. 지하로 들어가자마자 힙한 느낌의 아지트 술집. 시그니쳐 사천식 해물샹궈와 매운 오징어튀김. 오징어 튀김인데 꿔바로우식감이ㅋㅋ 무탈은 압구정도 그렇고 샹궈가 진짜 끝장입니다! 연맥이 술술들어감.,무탈 성수점,4.0
MA010120220806426543,감,성수1가제1동,주점,성수에도 무탈이 생겼어요 ㅎㅎㅎ 청량고추와 들기름 간장소스가 유니크했던 지옥두부는 꼭 드셔보세요. 떡볶이도 고급스런 맛. 성수는 프라이빗하게 한잔 할수있는 아지트같은 분위기. 잘 마시고 잘 먹고 왔습니다:) 먹물빵 서비스도 감사합니다 사장님 ㅎㅎ,무탈 성수점,3.0
MA010120220806426543,마라샹궈,성수1가제1동,주점,마라샹궈 맛집.,무탈 성수점,3.0
MA010120220806426543,버터,성수1가제1동,주점,분위기 끝났네요...분위기짱!!!사이드 템포에서 커피마시고 나오는데 맞은편에 성수 무탈이 따악!!!!!!안갈수가 없어서 친구랑 간단하게 먹고왔어요~바지락술찜에 소주세병^^간단하게 먹자는게 그만 ㅠㅠㅠ안주가 너무 맛있었어요.트러플에 버터향이 나는데 매콤하기도하고 진심 술찜 대박!!!!계속 갈거에요^^,무탈 성수점,3.0
MA010120220806426543,서비스,성수1가제1동,주점,성수에도 무탈이 생겼어요 ㅎㅎㅎ 청량고추와 들기름 간장소스가 유니크했던 지옥두부는 꼭 드셔보세요. 떡볶이도 고급스런 맛. 성수는 프라이빗하게 한잔 할수있는 아지트같은 분위기. 잘 마시고 잘 먹고 왔습니다:) 먹물빵 서비스도 감사합니다 사장님 ㅎㅎ,무탈 성수점,3.0
MA010120220806426543,분위기,성수1가제1동,주점,분위기 미쳤어요!! 추천받아 간곳인데 기대 이상이였어요 안주도 넘 맛있고 성수에서 약속있음 자주 갈것같아요!!,무탈 성수점,3.0
MA010120220806426543,인테리어,성수1가제1동,주점,"압구정에도 있던 제 단골집이 성수에도 생겼다니 안가볼 수 가 없어서 가봤는데 진짜 역시 사장님.. 지옥두부 중독성 무엇 샹궈는 말해뭐해고 인테리어는 절 행복하게 취하게 만들어요,,, 여기 진짜 강추!!",무탈 성수점,3.0
MA010120220806426543,추천,성수1가제1동,주점,분위기 미쳤어요!! 추천받아 간곳인데 기대 이상이였어요 안주도 넘 맛있고 성수에서 약속있음 자주 갈것같아요!!,무탈 성수점,3.0
MA010120220806426543,친절한,성수1가제1동,주점,무탈이 성수점에도 생겼다고 해서 가봤음.. 해산물을 별로 좋아하지 않는 나에게도 딱 맞는 바지락 술찜^^ 독특한 인테리어와 친절한 직원들은 덤이에요,무탈 성수점,3.0
2228,맛있는,성수1가제2동,한식,음식 모두 너무 맛있고 계속해서 음식이 입맛에 맞는지 확인해주셔서 자부심이 느껴졌어요!,무식당 성수본점,92.0
2228,고기,성수1가제2동,한식,숯불에 고기를 정성껏 구워주셔서 더 맛있게 먹었습니다. 고기뿐만 아니라 같이 나오는 찬들도 하나같이 맛있더라구요~ 특히 젤 첨에 주신 단호박 죽 넘 맛있어서 싹싹 긁어먹었네요 ㅋㅋㅋ 한우모듬 시켰는데 등심 / 업진살 / 차돌 순서로 기름기 적은 부위부터 구워주셨어요! 셋 다 우열을 가리기 힘들지만 저는 등심이 최고였습니당  직원분들도 다 친절하시고 네이버 예약하기도 편해서 다음에 또 방문할 것 같네요.,무식당 성수본점,74.0
2228,친절한,성수1가제2동,한식,몇번 이용했는데 서버분들도 친절하시고 가성비 좋아요,무식당 성수본점,17.0
2228,맛있는 고기,성수1가제2동,한식,너무맛있었어요 고기가 통감자찌개는 기대했던것만큼은 아니었어요 왜냐하면 감자가 으스러지는게 좋운데 좀 딱딱한느낌의통감자여서 먹기힘들었어요.  그치만 개취일들하네여 이부분은^^ 친절하시고 맛있고 조만간 가족들과 또 가려구요!  아 참 그런데 저 음료수 서비스 쿠폰 받았었는데 음료수못받았어요..담에받을수있나요,무식당 성수본점,15.0
2228,소고기,성수1가제2동,한식,"콜키지 1병 무료인 소고기집..!콜키지가 테이블 당 한 병씩 무료여서 떼낄라 들고 방문,, 샷잔은 별도 없었으나 그냥 소주잔에 해서 마셨다 ㅎㅎ 고기는 다 구워주심. 근데 사실 고기맛이 엄청 뛰어난 느낌은 아니었다ㅠㅠ 그리고 음식점 자체가 뭔가 돼지고기집 스러운 분위기라 해야되나… 식사로 먹은 볶음밥도 사실 엄청난 맛은 아니었고 뭔가 부족한 느낌의 볶음밥.. 내 돈으로 간 집은 아니었으나 내 돈 내고는 가지 않을 법한 ..",무식당 성수본점,14.0
2228,볶음밥,성수1가제2동,한식,깍두기볶음밥 존맛 ㅠ,무식당 성수본점,6.0
2228,맛집,성수1가제2동,한식,특별하지않은데 자꾸 먹게되는 슴슴한 맛의 맛집입니다,무식당 성수본점,6.0
2228,최악,성수1가제2동,한식,정말 최악이었습니다!!!  알바두명을 제가 먹는 고기로 교육하는건 좀 이해가안가더군요. 제대로 교육도 안된 알바가  고기를 구우니 질기고 서빙도 엉망이고  너무 너무 실망만하고 왔네요!!!!  다시는 안가고 싶습니다ㅠㅠ,무식당 성수본점,5.0
2228,찌개,성수1가제2동,한식,가성비 좋은 한우모듬구이 짱. 구워주기까지 하니 더 좋아요 갓 지은 밥에 된장찌개까지 호로록 먹으면 진짜 배가 빵빵해서 바로 서울숲 한바퀴 돌아주러 가야합니다. 너무 좋아요,무식당 성수본점,5.0
2228,와인,성수1가제2동,한식,성수 한우 무식당 다녀왔는데 한우를 다 구워주셔서 편하고 콜키지프리라서 와인 가져와서 마시기에도 너무 좋았어요! 직원분들도 친절하시고 편하게 즐기다가 갑니다~~,무식당 성수본점,5.0
MA010120220810375941,맛있는,성수2가제3동,카페,오랜만에 뚝섬에 가게 되었는데 이런 멋진곳이 있다니 !!! 친구랑 배부르게 먹고 소화시킬 겸 아아 마시려 간곳인데 입구에서부터 인테리어가 정말 멋졌어요  딸기티라미수는 배가 불렀어도 놓칠수없던 비쥬얼이라 시켰는데 안에 있는 딸기시럽 때문인지 돼지바맛이 나서 맛있게 먹었어요. 티슈도 무브모브만의 특징이 듬뿍 !! 다음에 친구랑 또 가기로 했어요 ^^,무브모브 성수,75.0
MA010120220810375941,커피,성수2가제3동,카페,유퀴즈에 나온 엑셀의신 대표님 보고 찾아간곳! 성수동 데이트하다가 들렀는데 도리도리 비너스랑 도리도리 불상이 넘 임팩트있고 좋았어요. 게다가 커피랑 와플까지 맛났슴! 쿠폰 다운받아놓고 못써서 아쉬워요 ㅠㅠ 네이버로 쿠폰 받아서 저렴하게 즐기세요,무브모브 성수,58.0
MA010120220810375941,사진,성수2가제3동,카페,좋은추억 사진으로 남기고 갑니다! 사진맛집이네용ㅎㅎ!! 다음에 또 찍을거 같네여,무브모브 성수,51.0
MA010120220810375941,예쁜,성수2가제3동,카페,성수동에서 제일 마음에 드는 카페예요 너무너무 예쁘고 개성있어요,무브모브 성수,26.0
MA010120220810375941,음료,성수2가제3동,카페,카페의 시그나처 메뉴로 추천받아 시켜먹은 딸기티라미수와 크림이 올라간 슈페너 음료. 모두 퀄리티 높고 기분 좋아지는 맛이었습니다! 대만족!,무브모브 성수,22.0
MA010120220810375941,디저트,성수2가제3동,카페,2년 전에 서울 여행 할 때 왔었는데 너무 친절하셨던 게 기억에 남아서 서울 온 김에 다시 왔다 슈페너 맛이 달라져서 여쭤보니 리뉴얼 하셨다는 .. 그때도 맛있었는데 더 맛있어졌어.. 디저트 종류도 그때보다 2배가 는 듯 ..!!!!  부산에 2호점 생기면 좋겠다,무브모브 성수,15.0
MA010120220810375941,친절한,성수2가제3동,카페,인테리어 멋지고 감성 뿜뿜해요 직원분 친절하세요,무브모브 성수,15.0
MA010120220810375941,분위기,성수2가제3동,카페,분위기 좋아요,무브모브 성수,13.0
MA010120220810375941,스튜디오,성수2가제3동,카페,셀프스튜디오 촬영 겸 카페 이용하러 들렀는데 친절하시고 매장도 깔끔하고 좋았습니다 ㅎㅎ,무브모브 성수,12.0
MA010120220810375941,라떼,성수2가제3동,카페,와 오렌지 큐브 라떼 신메뉴라고해서 도전한번 해봤는데 예상못한 존맛탱입니다 아바라에 지친 분들 한번 시도 ㄱㄱ,무브모브 성수,10.0
MA010120220813135946,재미있는,성수2가제3동,주점,안쪽 소파 자리 굿 친구들이랑 갔는데 신기한 재미있는 경험이었어요 ㅋㅋㅋ,무근본,6.0
MA010120220813135946,술,성수2가제3동,주점,사장님 칵테일말다 노래부르시는데 너무 웃김 심지어 잘해서 더웃겨요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 분위기 매우좋고 술에 좀 절어서 가는거 추천 맨정신엔 재밌게놀기힘들어요ㅎ,무근본,6.0
MA010120220813135946,맛있는,성수2가제3동,주점,진짜 당황스릅다..ㅋㅋㅋㅋㅋㅋ 유툽보고 연습중인거 맛있어요 ㅋㅋㅋ  직원분중에 한 분은 잘생기셨어요!,무근본,5.0
MA010120220813135946,술집,성수2가제3동,주점,너무 즐거웠던 술집입니다 이름처럼 무근본 그 잡채입니다,무근본,5.0
MA010120220813135946,친구,성수2가제3동,주점,"힙하다 힙해 무근본,,, 어린 친구들 틈에서 할미도 열심히 눈치껏 놀았읍니다,,, 재밌었네요,,, 즐거웠읍니다,, 또 가고싶어 >.<",무근본,3.0
MA010120220813135946,싼,성수2가제3동,주점,"직원분들 친절하고 사장님 재밌네요 여러가지로 가게 운영을 위한 고민한 흔적이 많이 느껴지는 술집이었습니다 쾌적하진 않지만 친한 사람들과 아무런 부담감 없이 편한마음으로 즐기러 오면 좋을 것 같은 동네 술집 느낌을 받았습니다 마이크 상태는 블루투스 노래방 마이크 같은 정도의 수준이었으며, 신청곡을 틀어주시지만 스피커 상태가 양호하진 않습니다 볼륨도 작구요 그냥 백색소음 정도의 음악이라고 생각하면 좋을 듯 합니다 칵테일은 캐쥬얼 펍보다 비싼 편이지만 비싼 편인 칵테일을 만원에 균일가로 판매하는 걸로 보면 비싼 편은 아닌거 같습니다 다만 맛을 클래식 바 정도 수준으로 기대하시면 안되고 마실만 합니다",무근본,
MA010120220813135946,음악,성수2가제3동,주점,"직원분들 친절하고 사장님 재밌네요 여러가지로 가게 운영을 위한 고민한 흔적이 많이 느껴지는 술집이었습니다 쾌적하진 않지만 친한 사람들과 아무런 부담감 없이 편한마음으로 즐기러 오면 좋을 것 같은 동네 술집 느낌을 받았습니다 마이크 상태는 블루투스 노래방 마이크 같은 정도의 수준이었으며, 신청곡을 틀어주시지만 스피커 상태가 양호하진 않습니다 볼륨도 작구요 그냥 백색소음 정도의 음악이라고 생각하면 좋을 듯 합니다 칵테일은 캐쥬얼 펍보다 비싼 편이지만 비싼 편인 칵테일을 만원에 균일가로 판매하는 걸로 보면 비싼 편은 아닌거 같습니다 다만 맛을 클래식 바 정도 수준으로 기대하시면 안되고 마실만 합니다",무근본,2.0
MA010120220813135946,다양한,성수2가제3동,주점,"말 그대로 근본 없는 곳,,안주는 다양하지 않으니 사오는 게 좋음! 친절하다거나 술이 퀄리티있진 않지만 한 번쯤 가보긴 재밌어요ㅋㅋ",무근본,2.0
MA010120220813135946,독특한,성수2가제3동,주점,안주가 적은게 아쉽지만 ㅋㅋㅋㅋ배달이되니까 괜찮습니다 아주 독특한 술집느낌이에요~!,무근본,2.0
MA010120220813135946,위스키,성수2가제3동,주점,색다르게 재밌는 무근본 ㅋㅋㅋㅋ 위스키 짱!!!,무근본,2.0
MA010120220812957597,맛있는,성수2가제1동,주점,맛있어요~!,무국적주점 거실,29.0
MA010120220812957597,술,성수2가제1동,주점,친구들이랑 오랜만에 만나서 술한잔하려고 들렸는데 내부가 깔끔하고 분우기기 차분하고 편안해서 대화하면서 식사하기 좋은 집이네요  여러가지 메뉴를 시켰는데 음식이 하나같이 다 맛있고 직원분들도 너무 친절하셔서 자주 들리고 싶어요,무국적주점 거실,14.0
MA010120220812957597,안주,성수2가제1동,주점,시즌마다 새 로운 메뉴가 나오고 메뉴랑 어울리는 주류도 잘 추천해주시는 사장님의 센스~~~칭찬합니다 어깽이랑 초절임청어말이 라는 안주를 먹었는데 너무 고급지네요~ㅎㅎ,무국적주점 거실,9.0
MA010120220812957597,다양한,성수2가제1동,주점,"해산물 맛집. 재미난 요리. 다양한 술. 마포구힙한 스타일 좋아요  다만, 구수국밥인 가성비피플 양을 마니먹는사람은은 지양 !",무국적주점 거실,8.0
MA010120220812957597,친절한,성수2가제1동,주점,직원분들도 친절하시고 내부 인테리어 조명 분위기가 넘 맘에들어요 사진찍으면 되게 영롱하고 분위기 보스입니다 안주 퀄리티도 높은데 홍합스튜는 진짜넘사벽이네요,무국적주점 거실,6.0
MA010120220812957597,분위기,성수2가제1동,주점,분위기가 정말 좋고 주류 종류가 많아서 좋았어요. 그런데 응대 해주시는 직원 분은 여러번 말씀 드려야 가져다 주시고 메뉴가 생각했던 것 보다 입에 맞지 않았어요. 무엇보다 처음 가자마자 남자 화장실이 막혀서 이용이 어렵다고 말씀드렸는데 금방 해결되지가 않아 불편해서 오래 있지 못했어요.,무국적주점 거실,5.0
MA010120220812957597,튀김,성수2가제1동,주점,분위기 좋아요! 가지튀김 존맛탱 토마토홍합스튜랑 우니크림가리비관자 타파스 먹었는데 맛있었어요! 코리안화이트막걸리도 강추합니다,무국적주점 거실,5.0
MA010120220812957597,가리비,성수2가제1동,주점,분위기 좋아요! 가지튀김 존맛탱 토마토홍합스튜랑 우니크림가리비관자 타파스 먹었는데 맛있었어요! 코리안화이트막걸리도 강추합니다,무국적주점 거실,4.0
MA010120220812957597,스튜,성수2가제1동,주점,여긴 메론하이볼과 토마토홍합스튜 맛집입니다,무국적주점 거실,4.0
MA010120220812957597,술집,성수2가제1동,주점,안주도 너무 좋고 분위기도 넘 좋았어요! 정말 날씨가 넘 더웠는데 주변에 마땅한 술집이 없고 늦게까지 하는 곳이 없었는데 정말 기분좋게 맛있게 먹고 갑니다!,무국적주점 거실,4.0
MA010120220805056191,맛있는,성수1가제2동,카페,양갱이 많이 안달고 맛있어요,묘사서울,45.0
MA010120220805056191,디저트,성수1가제2동,카페,진짜대박 묘사서울의 디저트는 정말 최고예요!!!,묘사서울,29.0
MA010120220805056191,라떼,성수1가제2동,카페,붕어가 특이해요 단짠단짠 제대로네요 인절미라떼도 고소합니다!!! 커피도 맛있어요!!,묘사서울,19.0
MA010120220805056191,모나카,성수1가제2동,카페,주차는 최악인데.. 어쨋든 모나카는 사악한 가격에 꿀맛이긴 함. 모나카중에서는 붕어가 최고,묘사서울,15.0
MA010120220805056191,음료,성수1가제2동,카페,"일요일 저녁에 갔는데 너무 좋았어요. 조용한 공간에서 이야기 하기 편했고,  주신 음료도 맛있었어요 감사합니다:)",묘사서울,14.0
MA010120220805056191,커피,성수1가제2동,카페,붕어가 특이해요 단짠단짠 제대로네요 인절미라떼도 고소합니다!!! 커피도 맛있어요!!,묘사서울,11.0
MA010120220805056191,쑥,성수1가제2동,카페,호랑이모나코 너무 귀여워요 ㅇ<-< 양갱들도 많이 달지않고 맛있습니다! 쑥라떼 살면서 두번째먹는데 많이달지않고 고소한느낌에 쑥맛으로 마무리되어서 깔끔하고 좋아요 ♀,묘사서울,9.0
MA010120220805056191,흑임자,성수1가제2동,카페,흑임자라떼 달지 않고 진해서 맛있고 모나카는 너무 귀여워요. 분위기도 좋아서 한번쯤 가볼만한 핫플이예요,묘사서울,7.0
MA010120220805056191,서울숲,성수1가제2동,카페,넘 맛있고 예쁘고 갬성까지.. 서울숲 카페 한군데 간다면 여기....!,묘사서울,7.0
MA010120220805056191,특별한,성수1가제2동,카페,"비주얼도 좋고 맛도 있어요! 다만 책상이 너무 더러웠어요.. 한번 닦을 필요가 있을 것 같아요.. 가게 인테리어도 특색 있고, 특별한 메뉴도 있어서 한번쯤 가볼만 해요!",묘사서울,5.0
MA010120220802884683,커피,성수1가제2동,카페,커피가 연하긴한데 마싯어요!,목로정원,16.0
MA010120220802884683,맛있는,성수1가제2동,카페,맛있어요,목로정원,8.0
MA010120220802884683,포트,성수1가제2동,카페,인테리어가 아기자기하고 아메리카노룰 포트와 머신 드립 중 선택가능!,목로정원,3.0
MA010120220802884683,고양이,성수1가제2동,카페,고양이가 너무 귀엽고 조용하고 넓고 분위기 좋아요!,목로정원,2.0
MA010120220802884683,꽃,성수1가제2동,카페,두세시간 죽순이로 있다가 갑니다 친구랑 편안히 대화하며 쉬었다가기 너무좋았어요~ 꽃이랑 식물도 함께 있어서 분위기 힐링 ~,목로정원,2.0
MA010120220802884683,디저트,성수1가제2동,카페,"맛있는 모카포트 커피에, 잔잔하게 혼자 즐길 수 있는 카페에요! 디저트 류도 많고 식물까지 구매할 수 있어서 구경하는 재미도 있네요 나만 알고 싶다",목로정원,2.0
MA010120220802884683,식물,성수1가제2동,카페,"맛있는 모카포트 커피에, 잔잔하게 혼자 즐길 수 있는 카페에요! 디저트 류도 많고 식물까지 구매할 수 있어서 구경하는 재미도 있네요 나만 알고 싶다",목로정원,2.0
MA010120220802884683,예쁜,성수1가제2동,카페,공간이 너무 예뻐요,목로정원,2.0
MA010120220802884683,유럽,성수1가제2동,카페,계단오르며 내가 잘못가고있나 다시 내려갈까 고민했는데 올라와보니 유럽이 펼쳐진듯...,목로정원,2.0
MA010120220812294221,싼,성수2가제1동,한식,싸요 가격은 음식도 맛있긴해요,전주집,
MA010120220813433312,맛있는,성수1가제1동,서양식,맛있고 내부 분위기도 아기자기하고 좋아요,목금,125.0
MA010120220813433312,파스타,성수1가제1동,서양식,먼저 웨이팅 명단 1순위였는데 갔더니 다른팀 먼저앉아있는거 불쾌했고(착각일수도) 남자 서빙은 음식 던지듯이 툭툭 놔두길래 또 불쾌. 어차피 서울에 파스타집도많은데 차라리 딴집감.,목금,21.0
MA010120220813433312,예쁜,성수1가제1동,서양식,매장 너무 귀엽고 예뻐영 그릇도 짱 예뿜 ㅠ,목금,16.0
MA010120220813433312,크림,성수1가제1동,서양식,크 크림맛집,목금,16.0
MA010120220813433312,친절한,성수1가제1동,서양식,언제나 한결같은맛과 친절함이 늘 다시찿고싶게 하는곳~오늘도 맛나게 먹었네요~~,목금,16.0
