상가업소번호,가게명,업종,점수,리뷰증가율,재방문,좋아요,찜,주소,행정동,위도,경도,긍정 리뷰 비율
MA010120220811865429,쿠나,일식,4.4,-0.22,4.04,19,4932,서울특별시 성동구 연무장5길 9-16,성수2가제3동,37.54444,127.05266,92.3
MA010120220803090711,온센 성수점,일식,4.4,0.33,25.0,7,0,서울특별시 성동구 왕십리로14길 12-1,성수1가제2동,37.548989,127.045125,96.9
MA010120220803127205,차만다서울숲점,서양식,4.4,0.5,0.0,40,1922,서울특별시 성동구 서울숲2길 28-12,성수1가제2동,37.546618,127.041402,100.0
MA010120220812304628,이태리차차,서양식,4.1,-0.07,7.69,16,154,서울특별시 성동구 연무장길 14-5,성수1가제1동,37.5435,127.051039,100.0
MA010120220808562367,쎈느Scene,카페,4.2,-0.34,1.41,29,0,서울특별시 성동구 연무장5길 20,성수2가제3동,37.544796,127.053343,97.0
MA010120220803730359,대성갈비,한식,3.5,-0.11,32.59,482,0,서울특별시 성동구 서울숲4길 27,성수1가제2동,37.547032,127.043903,93.5
MA010120220808072479,몽련,한식,4.4,0.0,0.0,12,0,서울특별시 성동구 왕십리로10길 3,성수1가제2동,37.547143,127.045032,0.0
MA010120220803277142,멘야코노하 성수,일식,4.0,0.06,18.35,14,193,서울특별시 성동구 왕십리로4길 10-1,성수1가제1동,37.545638,127.045868,100.0
MA010120220810408707,메가MGC커피 서울숲역점,카페,4.7,-0.32,35.71,3,0,서울특별시 성동구 왕십리로 94-1,성수1가제1동,37.545999,127.044945,88.9
MA010120220811796761,메쉬커피,카페,4.0,-0.38,0.0,23,629,서울특별시 성동구 서울숲길 43,성수1가제2동,37.548108,127.042447,80.0
MA010120220802919553,대낚식당,한식,4.2,0.45,10.0,12,0,서울특별시 성동구 성수이로7가길 15,성수2가제1동,37.541565,127.05519,91.7
MA010120220800766764,가조쿠,일식,4.3,0.07,11.48,23,1602,서울특별시 성동구 연무장길 31-2,성수2가제3동,37.543227,127.053117,95.0
2201,하노이102,동남아시아,4.3,0.82,6.35,87,2805,서울특별시 성동구 서울숲6길 18,성수1가제2동,37.547387,127.043549,98.4
2204,르프리크,패스트푸드,4.4,0.13,4.12,105,1927,서울특별시 성동구 연무장5길 9-16,성수2가제3동,37.54444,127.05266,97.9
2205,제스티살룬성수,패스트푸드,4.2,0.0,0.0,91,1863,서울특별시 성동구 서울숲4길 13,성수1가제2동,37.547576,127.042454,100.0
2206,빠오즈푸 서울숲직영점,중식,4.2,-0.23,3.92,19,1548,서울특별시 성동구 왕십리로6길 13,성수1가제2동,37.545961,127.046202,100.0
2207,원기옥,한식,4.3,0.13,9.3,6,558,서울특별시 성동구 아차산로17길 48,성수2가제3동,37.546394,127.06589,95.3
2222,소년식당,일식,4.0,-0.29,8.57,24,374,서울특별시 성동구 서울숲6길 17,성수1가제2동,37.547552,127.043551,100.0
2224,멜로워,카페,4.0,3.0,0.0,107,1188,서울특별시 성동구 성수이로7길 39,성수2가제1동,37.542535,127.053234,75.0
2233,코끼리베이글성수,카페,4.8,3.0,0.0,5,0,서울특별시 성동구 성수이로26길 17,성수2가제3동,37.546046,127.059533,100.0
2235,천상가옥,카페,4.2,-0.06,8.64,21,0,서울특별시 성동구 성수이로14길 14,성수2가제1동,37.541408,127.056909,100.0
2236,글로우,카페,4.4,0.25,5.88,72,0,서울특별시 성동구 아차산로9길 20,성수2가제3동,37.545961,127.05864,98.0
2238,체다앤올리,카페,4.4,-0.53,3.45,30,0,서울특별시 성동구 서울숲2길 32-14,성수1가제1동,37.54592,127.041991,92.6
2239,곳온니플레이스 성수낙낙,카페,4.3,-0.14,33.33,4,0,서울특별시 성동구 아차산로17길 48,성수2가제3동,37.546394,127.06589,94.4
2240,죽변항,한식,4.5,0.25,6.67,77,0,서울특별시 성동구 상원길 40,성수1가제2동,37.547528,127.048835,100.0
MA010120220802979113,높은산,카페,4.6,-0.2,14.29,0,660,서울특별시 성동구 성수이로 18-1,성수2가제1동,37.536841,127.054139,100.0
MA010120220805311983,발렁스,카페,4.5,-0.31,13.89,0,2358,서울특별시 성동구 성수일로4길 49,성수2가제1동,37.542525,127.053966,97.2
MA010120220814241305,매튜 Matthew,서양식,4.5,0.4,0.0,0,301,서울특별시 성동구 뚝섬로15길 31,성수2가제1동,37.539184,127.061977,95.2
MA010120220806797541,당도,카페,4.5,0.45,16.39,0,1770,서울특별시 성동구 왕십리로 80,성수1가제1동,37.544455,127.045755,96.9
MA010120220814052288,성수 수집,일식,4.5,0.82,5.0,0,375,서울특별시 성동구 성수일로1길 10,성수1가제1동,37.541887,127.047566,95.0
MA010120220812850710,오스테리아 파로,서양식,4.5,0.15,11.01,0,453,서울특별시 성동구 서울숲6길 20,성수1가제2동,37.54733,127.043705,98.2
MA010120220806483694,다로베,서양식,4.4,-0.36,4.76,0,7969,서울특별시 성동구 왕십리로11길 7,성수1가제2동,37.548522,127.043391,95.7
MA010120220813636144,마하차이 성수본점,동남아시아,4.4,-0.09,9.38,0,3560,서울특별시 성동구 뚝섬로 399,성수2가제1동,37.538949,127.055085,93.8
MA010120220810370526,FINZ 핀즈,카페,4.4,-0.75,0.0,0,968,서울특별시 성동구 성수일로3길 4-13,성수1가제1동,37.542434,127.048238,100.0
MA010120220806592911,유어네이키드치즈,서양식,4.4,-0.26,4.44,0,870,서울특별시 성동구 왕십리로10길 6,성수1가제2동,37.546683,127.04531,95.7
MA010120220800784704,조개도,주점,4.4,-0.26,14.29,0,444,서울특별시 성동구 성덕정17길 8-1,성수2가제1동,37.53804,127.055354,100.0
MA010120220813478156,청주한씨,주점,4.4,-0.62,33.33,0,276,서울특별시 성동구 연무장길 41-22,성수2가제3동,37.543312,127.054218,100.0
MA010120220812553079,유스트레스,카페,4.4,0.44,8.45,0,121,서울특별시 성동구 연무장7가길 9,성수2가제3동,37.543026,127.055482,100.0
MA010120220811676719,도렐 성수점,카페,4.3,0.19,8.33,0,940,서울특별시 성동구 연무장7길 11,성수2가제3동,37.54379,127.054417,98.4
MA010120220802847676,잇샐러드 성수점,카페,4.3,0.3,58.06,0,976,서울특별시 성동구 성수일로8길 28,성수2가제3동,37.545848,127.05355,98.7
MA010120220813181306,성수부두,한식,4.3,-0.34,9.76,0,569,서울특별시 성동구 연무장길 41-26,성수2가제3동,37.54342,127.054273,100.0
MA010120220806566931,페이퍼 플레이트,서양식,4.3,-0.14,16.09,0,233,서울특별시 성동구 성수이로14길 15,성수2가제1동,37.541762,127.056696,100.0
MA010120220806390705,베티버 성수,카페,4.3,-0.18,21.54,0,178,서울특별시 성동구 성덕정11길 18,성수2가제1동,37.538921,127.053194,96.9
MA010120220807721711,성수온실,한식,4.3,-0.5,5.71,0,298,서울특별시 성동구 왕십리로4길 26-14,성수1가제2동,37.546829,127.046845,94.2
MA010120220807052670,스트로베리32,카페,4.3,0.0,0.0,0,236,서울특별시 성동구 왕십리로10길 9-31,성수1가제2동,37.546835,127.046306,0.0
MA010120220803238646,정돈 성수점,일식,4.3,-0.39,16.0,0,125,서울특별시 성동구 왕십리로 83-21,성수1가제1동,37.543871,127.044147,98.2
MA0101202212A0062918,소인수서울 본점,한식,4.3,-0.37,17.5,0,114,서울특별시 성동구 왕십리로 136,성수1가제2동,37.54969,127.044561,100.0
MA010120220808540486,미아논나,카페,4.2,-0.38,8.16,0,1861,서울특별시 성동구 연무장5길 9-16,성수2가제3동,37.54444,127.05266,96.2
MA010120220803282988,피키니키 라자냐,서양식,4.2,0.08,4.65,0,728,서울특별시 성동구 서울숲2길 14,성수1가제2동,37.547196,127.040066,97.6
MA010120220811763793,단일서울,카페,4.2,0.22,27.59,0,153,서울특별시 성동구 왕십리로 66-33,성수1가제1동,37.543026,127.045498,100.0
MA010120220811918808,코치,일식,4.2,-0.56,7.14,0,166,서울특별시 성동구 성덕정17길 11,성수2가제1동,37.538251,127.055149,92.9
MA010120220805415612,일구공 성수 본점,패스트푸드,4.2,-0.43,12.12,0,298,서울특별시 성동구 서울숲길 37,성수1가제2동,37.54812,127.041695,88.2
MA010120220805001002,한냄비,한식,4.2,0.08,14.29,0,387,서울특별시 성동구 왕십리로 66-26,성수1가제1동,37.543043,127.045024,100.0
MA010120220813229902,호감도,일식,4.2,-0.18,11.11,0,297,서울특별시 성동구 뚝섬로9길 13-1,성수2가제1동,37.539483,127.056395,88.9
MA010120220803053016,그라데이션커피,카페,4.2,-0.33,33.33,0,35,서울특별시 성동구 상원12길 24-1,성수1가제2동,37.550547,127.050295,100.0
MA010120220814345649,패티앤베지스 성수,패스트푸드,4.2,0.14,4.65,0,26,서울특별시 성동구 왕십리로 83-21,성수1가제1동,37.543871,127.044147,100.0
MA010120220810057396,맛차차,카페,4.1,-0.5,50.0,0,3350,서울특별시 성동구 서울숲2길 18-11,성수1가제2동,37.54684,127.040573,100.0
MA010120220806968029,앤드밀 성수점,카페,4.1,0.2,12.83,0,1248,서울특별시 성동구 연무장3길 5-1,성수2가제3동,37.544227,127.051359,93.8
MA010120220804963815,뺑드에코,카페,4.1,0.0,0.0,0,1171,서울특별시 성동구 연무장길 44,성수2가제1동,37.542728,127.054077,0.0
MA010120220804946727,위키드와이프,주점,4.1,-0.57,56.0,0,613,서울특별시 성동구 성수일로 1,성수1가제1동,37.540866,127.047852,100.0
MA010120220810033257,투그,서양식,4.1,0.77,0.0,0,317,서울특별시 성동구 성수이로14길 5,성수2가제1동,37.54109,127.056321,100.0
MA010120220813508100,오스테리아쟌니,서양식,4.1,0.0,0.0,0,826,서울특별시 성동구 연무장길 109,성수2가제3동,37.54077,127.061238,0.0
MA010120220805310816,이월로스터스 성수점,카페,4.1,-0.22,11.11,0,271,서울특별시 성동구 서울숲2길 46,성수1가제2동,37.546213,127.043757,100.0
MA010120220807766997,메종 파이프그라운드,카페,4.1,-0.2,9.66,0,407,서울특별시 성동구 왕십리로 83-21,성수1가제1동,37.543871,127.044147,97.1
MA010120220805652148,티룸,카페,4.1,-0.34,5.26,0,90,서울특별시 성동구 서울숲길 52,성수1가제2동,37.547859,127.043239,89.5
MA010120220803439620,라무라 성수,일식,4.1,-0.14,10.19,0,59,서울특별시 성동구 성수이로12길 8,성수2가제1동,37.539823,127.055999,100.0
MA010120220800996321,다포케 성수점,서양식,4.1,0.44,19.4,0,329,서울특별시 성동구 연무장길 41,성수2가제3동,37.543005,127.053898,93.8
MA010120220812886041,까까를로,서양식,4.1,0.12,16.67,0,89,서울특별시 성동구 왕십리로8길 21,성수1가제2동,37.546093,127.046988,100.0
MA010120220812038690,고공 성수본점,한식,4.1,-0.19,17.65,0,109,서울특별시 성동구 왕십리로8길 10,성수1가제2동,37.546308,127.045853,100.0
MA010120220809823782,니드스윗,카페,4.1,-0.13,6.59,0,132,서울특별시 성동구 아차산로1길 9,성수1가제2동,37.548995,127.045693,97.8
MA010120220813877154,바이레인,카페,4.0,-0.08,13.22,0,1421,서울특별시 성동구 왕십리로14길 12,성수1가제2동,37.549073,127.045085,100.0
MA010120220804819197,문츠 바베큐,한식,4.0,-0.44,4.08,0,333,서울특별시 성동구 연무장5길 6,성수2가제3동,37.543633,127.052434,95.6
MA010120220807563303,도믹스,주점,4.0,0.75,0.0,0,713,서울특별시 성동구 둘레9가길 9,성수1가제1동,37.536728,127.049821,100.0
MA010120220812042863,햄서울,서양식,4.0,-0.62,0.0,0,36,서울특별시 성동구 광나루로 144,성수1가제2동,37.551299,127.046435,100.0
MA010120220806687820,오레노카츠 성수본점,서양식,4.0,-0.33,12.2,0,893,서울특별시 성동구 성수일로 47,성수1가제2동,37.544737,127.049518,97.6
MA010120220812983306,백정돈공장,서양식,4.0,-0.31,39.29,0,779,서울특별시 성동구 연무장길 38-2,성수2가제1동,37.542808,127.05374,84.0
MA010120220807012300,크림라벨 서울숲 본점,카페,4.0,-0.26,10.49,0,21,서울특별시 성동구 서울숲2길 34,성수1가제2동,37.546549,127.042306,96.3
MA010120220813003204,커피식탁,카페,3.9,-0.17,0.0,0,2174,서울특별시 성동구 상원1길 15,성수1가제2동,37.545178,127.048671,100.0
MA010120220812593704,미도림,주점,3.9,0.35,4.44,0,1426,서울특별시 성동구 왕십리로 108,성수1가제2동,37.547194,127.044782,100.0
MA010120220806533112,프라이데이무브먼트,카페,3.9,-0.14,16.67,0,1443,서울특별시 성동구 왕십리로14길 7,성수1가제2동,37.549466,127.04503,100.0
MA010120220810816334,쓰리오브어스,일식,3.9,8.0,22.22,0,1785,서울특별시 성동구 광나루로4길 14,성수2가제3동,37.5493,127.053327,88.9
MA010120220812952684,굴림,카페,3.9,-0.26,22.22,0,694,서울특별시 성동구 성수이로5길 1,성수2가제1동,37.536271,127.053573,85.7
MA010120220803328469,파티세리후르츠,카페,3.9,0.82,3.23,0,299,서울특별시 성동구 아차산로5길 37-1,성수2가제3동,37.548747,127.054265,96.8
MA010120220810591814,에르제,카페,3.9,0.0,0.0,0,308,서울특별시 성동구 아차산로 135,성수2가제3동,37.54389,127.05894,0.0
MA010120220802910886,옹근달,카페,3.9,0.0,0.0,0,231,서울특별시 성동구 성수이로7길 41-1,성수2가제1동,37.542732,127.052994,0.0
MA010120220805376723,파티세리 아모니,카페,3.9,-0.55,20.0,0,181,서울특별시 성동구 광나루로 152,성수1가제2동,37.551421,127.04705,86.7
MA010120220813406701,진작다이닝,일식,3.9,0.0,0.0,0,225,서울특별시 성동구 왕십리로14나길 10,성수1가제2동,37.549275,127.045706,0.0
MA010120220806336643,camouflage coffee,카페,3.9,0.11,15.0,0,178,서울특별시 성동구 아차산로1길 9,성수1가제2동,37.548995,127.045693,100.0
MA010120220807886337,얼룩,서양식,3.9,0.0,0.0,0,236,서울특별시 성동구 상원1길 35-14,성수1가제2동,37.546338,127.047133,100.0
MA010120220803742245,외가집,한식,3.9,1.56,8.89,0,71,서울특별시 성동구 연무장길 17,성수2가제3동,37.543732,127.051453,100.0
MA010120220810800639,시골집,주점,3.9,-0.14,0.0,0,125,서울특별시 성동구 성수이로 36-9,성수2가제1동,37.538078,127.054837,100.0
MA010120220813834413,금금 성수점,일식,3.9,-0.1,2.33,0,169,서울특별시 성동구 성수이로12길 11,성수2가제1동,37.539834,127.056661,95.3
MA010120220812852251,노모어피자 서울숲점,패스트푸드,3.9,-0.23,9.17,0,15,서울특별시 성동구 서울숲2길 26,성수1가제2동,37.546821,127.041504,98.1
MA010120220808687028,카멜커피 성수점,카페,3.8,-0.18,8.0,0,1086,서울특별시 성동구 성덕정19길 6,성수2가제1동,37.537247,127.055914,89.4
MA010120220805546139,파르코,서양식,3.8,-0.38,12.9,0,277,서울특별시 성동구 서울숲2길 44,성수1가제2동,37.546306,127.043378,96.7
MA010120220807820519,색다른면,한식,3.8,4.0,20.0,0,645,서울특별시 성동구 뚝섬로9길 16,성수2가제1동,37.539671,127.056432,100.0
MA010120220813297291,포지티브 제로 라운지,주점,3.8,0.38,0.0,0,1364,서울특별시 성동구 연무장길 14-2,성수1가제1동,37.54367,127.050912,90.9
MA010120220812150643,훼미리손칼국수보쌈,한식,3.8,-0.12,11.54,0,563,서울특별시 성동구 왕십리로 134,성수1가제2동,37.549519,127.044626,93.2
MA010120220809708157,테디스오븐,카페,3.8,-0.34,0.94,0,208,서울특별시 성동구 서울숲2길 43,성수1가제2동,37.546485,127.043469,98.0
MA010120220807950014,루디먼트,카페,3.8,-0.36,6.67,0,138,서울특별시 성동구 아차산로7길 15-8,성수2가제3동,37.546693,127.054519,100.0
MA010120220803778480,우콘카레,서양식,3.8,-0.25,6.67,0,807,서울특별시 성동구 성수이로10길 8,성수2가제1동,37.539969,127.05602,100.0
MA010120220813142657,정선부뚜막,한식,3.8,-0.47,29.03,0,232,서울특별시 성동구 서울숲6길 14,성수1가제2동,37.547531,127.043044,93.3
MA010120220806838361,스테치,카페,3.8,-0.25,14.29,0,26,서울특별시 성동구 연무장9길 6,성수2가제3동,37.542839,127.055945,100.0
MA010120220811991889,아타리,일식,3.7,-0.41,15.38,0,338,서울특별시 성동구 성덕정19길 13,성수2가제1동,37.537559,127.056674,92.3
MA010120220808506290,미오 도쿄 다이닝,한식,4.7,-0.12,15.79,0,2118,서울특별시 성동구 연무장5가길 7,성수2가제3동,37.544087,127.053672,100.0
MA010120220810322514,bd버거 성수,패스트푸드,4.2,0.3,0.0,0,184,서울특별시 성동구 성수이로14길 7,성수2가제1동,37.541049,127.056403,100.0
MA010120220809276583,롸카두들 내쉬빌 핫치킨 성수점,패스트푸드,4.1,0.05,7.79,0,190,서울특별시 성동구 성수일로4길 25,성수2가제1동,37.542506,127.051866,97.4
MA010120220812025126,라프레플루트,카페,4.1,0.83,20.29,0,364,서울특별시 성동구 서울숲2길 8-8,성수1가제2동,37.547254,127.039444,97.0
MA010120220810253202,청죽골 2호점,한식,4.0,-0.1,22.22,0,2747,서울특별시 성동구 왕십리로 134,성수1가제2동,37.549519,127.044626,100.0
MA010120220809586697,엘몰리노,서양식,4.0,-0.52,10.53,0,407,서울특별시 성동구 서울숲2길 19-18,성수1가제2동,37.547431,127.041167,90.9
MA010120220803588777,파머스카페,카페,4.0,0.29,8.13,0,770,서울특별시 성동구 왕십리로6길 11,성수1가제2동,37.546001,127.046085,97.6
MA010120220808452117,퍼먼트,카페,4.0,-0.14,9.87,0,44,서울특별시 성동구 서울숲2길 37,성수1가제2동,37.546631,127.042749,97.1
MA010120220800457483,마아트 커피 브루어스 2호점,카페,4.0,0.0,0.0,0,106,서울특별시 성동구 성수일로11길 8,성수1가제2동,37.549101,127.050677,0.0
MA010120220804113212,피어커피로스터스,카페,3.9,0.0,0.0,0,927,서울특별시 성동구 광나루로4가길 24,성수2가제3동,37.548917,127.054876,0.0
MA010120220807404744,BELOW SEONGSOO,카페,3.9,0.42,3.7,0,350,서울특별시 성동구 서울숲4길 16-10,성수1가제2동,37.547234,127.042402,92.6
MA010120220808154628,치카성수,카페,3.9,3.0,0.0,0,469,서울특별시 성동구 뚝섬로1가길 14,성수1가제1동,37.542332,127.047174,100.0
MA010120220800660242,오버도즈도넛앤커피,카페,3.9,-0.13,3.7,0,113,서울특별시 성동구 왕십리로10길 19,성수1가제2동,37.546647,127.046637,92.6
MA010120220813433312,목금,서양식,3.9,-0.07,24.0,0,148,서울특별시 성동구 왕십리로2길 34,성수1가제1동,37.542674,127.048452,94.0
MA010120220812374911,LOWIDE,카페,3.8,0.0,0.0,0,483,서울특별시 성동구 서울숲2길 22-1,성수1가제2동,37.546933,127.041042,100.0
MA010120220806723285,티핀,카페,3.8,-0.38,20.0,0,556,서울특별시 성동구 왕십리로 84,성수1가제1동,37.545155,127.04504,100.0
MA010120220806600844,희릿,주점,3.8,-0.25,10.17,0,138,서울특별시 성동구 왕십리로2길 34,성수1가제1동,37.542674,127.048452,100.0
MA010120220804059734,오우도,카페,3.8,-0.2,13.64,0,148,서울특별시 성동구 성수일로 55,성수1가제2동,37.545466,127.049567,100.0
MA010120220812715743,코너룸,주점,3.8,-0.5,20.0,0,573,서울특별시 성동구 상원길 64,성수1가제2동,37.549751,127.048011,100.0
MA010120220802884683,목로정원,카페,3.8,0.0,16.67,0,201,서울특별시 성동구 서울숲2길 47,성수1가제2동,37.546349,127.04402,83.3
2200,보이어,서양식,4.6,-0.26,0.0,0,4961,서울특별시 성동구 연무장길 14-2,성수1가제1동,37.54367,127.050912,100.0
2203,에보,주점,4.4,0.36,0.0,0,69,서울특별시 성동구 상원길 80,성수1가제2동,37.550978,127.047628,100.0
2209,핫쵸 성수점,일식,4.3,0.0,1.77,0,39,서울특별시 성동구 왕십리로5길 9-20,성수1가제2동,37.546461,127.044036,94.3
2211,포지티브 서울숲,카페,4.2,-0.32,5.26,0,600,서울특별시 성동구 서울숲2길 45,성수1가제2동,37.546449,127.043611,94.7
2213,에피타이트,서양식,4.1,0.0,2.44,0,22,서울특별시 성동구 서울숲2길 29,성수1가제2동,37.546828,127.042035,97.6
2214,기미사 성수,카페,4.1,0.21,6.9,0,145,서울특별시 성동구 성수이로26길 47,성수2가제3동,37.545134,127.062772,89.7
2215,디플랫 성수,카페,4.1,-0.2,0.0,0,97,서울특별시 성동구 연무장길 90,성수2가제1동,37.541151,127.059,100.0
2216,마구로쇼쿠도,일식,4.0,0.4,9.52,0,2795,서울특별시 성동구 상원2길 1,성수1가제2동,37.546039,127.049247,95.2
2217,오므오트,카페,3.9,0.0,0.0,0,126,서울특별시 성동구 서울숲2길 12,성수1가제2동,37.547234,127.039951,0.0
2218,칙피스 성수점,서양식,3.9,0.45,11.9,0,373,서울특별시 성동구 연무장5길 9-16,성수2가제3동,37.54444,127.05266,97.5
2219,미디엄스톤 성수점,카페,3.9,-0.63,17.65,0,125,서울특별시 성동구 왕십리로10길 18-1,성수1가제2동,37.546527,127.046517,93.3
2220,까치화방 성수낙낙점,카페,3.9,0.17,12.24,0,40,서울특별시 성동구 아차산로17길 48,성수2가제3동,37.546394,127.06589,100.0
2221,코타티 성수점,카페,3.9,0.0,0.0,0,354,서울특별시 성동구 상원4길 10,성수1가제2동,37.547005,127.049329,0.0
2223,누데이크 성수점,카페,3.9,-0.22,3.73,0,44,서울특별시 성동구 성수이로7길 26,성수2가제1동,37.541574,127.054376,92.8
2225,INDICA,동남아시아,3.8,0.0,0.0,0,657,서울특별시 성동구 성수이로14길 14,성수2가제1동,37.541408,127.056909,0.0
2226,카페&펍 연무장,카페,3.8,-0.25,3.33,0,212,서울특별시 성동구 연무장길 36,성수2가제1동,37.542868,127.053309,96.7
2227,하노이바게트,동남아시아,3.8,-0.7,33.33,0,1581,서울특별시 성동구 서울숲2길 32-14,성수1가제1동,37.54592,127.041991,100.0
2228,무식당 성수본점,한식,3.8,0.29,16.67,0,120,서울특별시 성동구 왕십리로10길 5-9,성수1가제2동,37.547227,127.045242,96.6
2229,청키드 성수점,카페,3.8,1.12,20.69,0,217,서울특별시 성동구 아차산로7길 24,성수2가제3동,37.547176,127.055115,97.7
2230,코사이어티 서울숲,카페,3.8,7.0,0.0,0,72,서울특별시 성동구 왕십리로 82-20,성수1가제1동,37.544755,127.045724,100.0
2231,하프커피 성수,카페,3.8,-0.25,3.92,0,235,서울특별시 성동구 서울숲4길 12,성수1가제2동,37.547407,127.042327,95.7
2232,감도 성수점,카페,3.8,-0.33,8.82,0,150,서울특별시 성동구 왕십리로 83-21,성수1가제1동,37.543871,127.044147,97.0
2241,더반 베를린 성수점,카페,3.8,0.26,10.14,0,29,서울특별시 성동구 뚝섬로17길 31-22,성수2가제1동,37.54076,127.060205,89.6
MA010120220808464961,밥플러스 아이티캐슬점,한식,0.0,-0.41,90.48,0,0,서울특별시 성동구 광나루로 130,성수1가제2동,37.550978,127.04472,80.0
MA010120220814020981,윤스김밥,분식,0.0,1.29,50.0,0,0,서울특별시 성동구 광나루로 130,성수1가제2동,37.550978,127.04472,93.8
MA010120220804803188,셀렉토커피 서울숲IT캐슬점,카페,0.0,-0.23,25.0,0,0,서울특별시 성동구 광나루로 130,성수1가제2동,37.550978,127.04472,100.0
MA010120220808044558,알파카페,카페,0.0,0.0,42.86,0,0,서울특별시 성동구 광나루로 144,성수1가제2동,37.551299,127.046435,100.0
MA010120220805065525,지코바치킨 성수1호점,패스트푸드,0.0,1.5,0.0,0,0,서울특별시 성동구 광나루로 156,성수1가제2동,37.551426,127.047564,100.0
MA010120220804000762,카페 알렛츠,카페,0.0,0.0,0.0,0,0,서울특별시 성동구 광나루로 160,성수1가제2동,37.551338,127.047832,0.0
MA010120220805221379,로우커피스탠드,카페,0.0,0.21,40.37,0,0,서울특별시 성동구 광나루로 180,성수1가제2동,37.551035,127.050076,100.0
MA010120220812669763,송담추어탕 서울성수점,한식,0.0,-0.54,50.0,0,0,서울특별시 성동구 아차산로7길 44,성수2가제3동,37.548945,127.056052,100.0
MA010120220802957516,장안식당,한식,0.0,3.0,25.0,0,0,서울특별시 성동구 광나루로 240-20,성수2가제3동,37.548884,127.056121,100.0
MA010120220803947683,유향소,중식,0.0,0.17,25.0,0,0,서울특별시 성동구 광나루로 248-1,성수2가제3동,37.548834,127.057229,100.0
MA010120220808165559,신신원,중식,0.0,-0.09,60.0,0,0,서울특별시 성동구 광나루로 290,성수2가제3동,37.547715,127.061989,100.0
MA010120220808730889,장맛손칼국수,한식,0.0,0.0,22.22,0,0,서울특별시 성동구 광나루로 290,성수2가제3동,37.547715,127.061989,88.9
MA010120220803810385,진지방순대국,한식,0.0,-0.53,58.33,0,0,서울특별시 성동구 광나루로 290,성수2가제3동,37.547715,127.061989,100.0
MA010120220804408977,왕분식,분식,0.0,-0.36,20.0,0,0,서울특별시 성동구 광나루로 296,성수2가제3동,37.547911,127.062532,100.0
MA0101202301A0000569,퓨엘커피,카페,0.0,-0.45,84.21,0,0,서울특별시 성동구 광나루로 296,성수2가제3동,37.547911,127.062532,100.0
MA010120220808349177,하이엔드라이,주점,0.0,-0.2,0.0,0,0,서울특별시 성동구 광나루로 302,성수2가제3동,37.547901,127.063356,100.0
MA010120220805307184,열기,한식,0.0,-0.33,0.0,0,0,서울특별시 성동구 광나루로 302,성수2가제3동,37.547901,127.063356,100.0
MA010120220806023404,송강제면소,일식,0.0,-0.25,33.33,0,0,서울특별시 성동구 광나루로 320-1,성수2가제3동,37.547912,127.065413,100.0
MA010120220808218351,한끼밥집,한식,0.0,0.88,50.0,0,0,서울특별시 성동구 광나루로 320-1,성수2가제3동,37.547912,127.065413,100.0
MA010120220808982041,24시전주명가콩나물국밥 서울성수점,한식,0.0,-0.1,56.9,0,0,서울특별시 성동구 광나루로 320-1,성수2가제3동,37.547912,127.065413,100.0
MA010120220813226471,신의한국수본점,한식,0.0,0.82,53.19,0,0,서울특별시 성동구 광나루로 320-1,성수2가제3동,37.547912,127.065413,100.0
MA010120220803638193,두루치기김치찌개,한식,0.0,0.57,18.18,0,0,서울특별시 성동구 광나루로 320-1,성수2가제3동,37.547912,127.065413,100.0
MA010120220803763960,잔치국수아줌마,분식,0.0,-0.4,33.33,0,0,서울특별시 성동구 광나루로 334,성수2가제3동,37.547977,127.066856,100.0
MA010120220809273246,올드너티 커피로스터스,카페,0.0,-0.14,0.0,0,0,서울특별시 성동구 광나루로2길 23-1,성수2가제3동,37.548926,127.054323,100.0
MA010120220814243676,어커,카페,0.0,0.0,25.0,0,0,서울특별시 성동구 광나루로4길 12,성수2가제3동,37.549393,127.053507,100.0
MA010120220804394859,남경관,중식,0.0,3.0,75.0,0,0,서울특별시 성동구 광나루로4길 12,성수2가제3동,37.549393,127.053507,100.0
MA0101202301A0061827,아는 커피,카페,0.0,0.0,19.05,0,0,서울특별시 성동구 광나루로4길 8-1,성수2가제3동,37.549576,127.053741,100.0
MA010120220809367442,해밀칼국수 성수점,한식,0.0,-0.27,33.33,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,100.0
MA010120220810539307,토프레소 성수우림점,카페,0.0,0.67,50.0,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,80.0
MA010120220812357258,매머드익스프레스 성수우림점,카페,0.0,-0.23,100.0,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,94.1
MA010120220812855713,이삭토스트 성수2가점,카페,0.0,1.0,16.67,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,100.0
MA010120220813448904,B1 KITCHEN,한식,0.0,0.88,47.06,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,100.0
MA010120220814117503,프로가정식백반,한식,0.0,0.0,69.23,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,100.0
MA010120220803765941,밀향기,한식,0.0,0.17,0.0,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,100.0
